ROC_AUC,PR_AUC_active,PR_AUC_inactive,MCC,BalancedAcc,Recall_active,Recall_inactive,Precision_active,Precision_inactive,Brier,threshold,TN,FP,FN,TP,model,fold,split,best_epoch
0.9837396811530903,0.9991228119023734,0.8122403851427286,0.48061832438431384,0.9237318191744922,0.8682105263157894,0.979253112033195,0.9987890530394768,0.2737819025522042,0.0892322276591917,0.5,236,5,626,4124,MoLFormer,1,Train,5
0.9027777777777778,0.9938362889543748,0.4873455888426782,0.38505673427829074,0.8492213804713804,0.8465909090909091,0.8518518518518519,0.991130820399113,0.22115384615384615,0.1132301757358404,0.5,23,4,81,447,MoLFormer,1,Validation,5
0.8370515049563078,0.9878523650837185,0.3712418952087226,0.2905731250318908,0.742430058482173,0.8729198184568835,0.6119402985074627,0.9779661016949153,0.19617224880382775,0.1040861436022709,0.5,41,26,168,1154,MoLFormer,1,Test,5
0.9972972264686611,0.9998628244984199,0.9514460130880966,0.6734553962779556,0.9707674164664775,0.9456842105263158,0.995850622406639,0.9997774315602047,0.4819277108433735,0.037983942311501685,0.5,240,1,258,4492,MoLFormer,2,Train,11
0.972152076318743,0.9983672341072755,0.7773524415947697,0.6322692998326892,0.9355008417508417,0.9450757575757576,0.9259259259259259,0.9960079840319361,0.46296296296296297,0.046635231824825485,0.5,25,2,29,499,MoLFormer,2,Validation,11
0.8593831146837673,0.9905411760710804,0.4258046321864996,0.3713145900282932,0.7443493575992955,0.9364599092284418,0.5522388059701493,0.9763406940063092,0.30578512396694213,0.06431781682340715,0.5,37,30,84,1238,MoLFormer,2,Test,11
0.9924140642061585,0.9996100303443487,0.8826686858519598,0.6163083808830784,0.9551002402271238,0.9309473684210526,0.979253112033195,0.9988705669753783,0.41843971631205673,0.049041286882344125,0.5,236,5,328,4422,MoLFormer,3,Train,6
0.9473204264870931,0.9966694731368291,0.7454289448504945,0.5686025378382679,0.9103535353535352,0.9318181818181818,0.8888888888888888,0.9939393939393939,0.4,0.05418447874066121,0.5,24,3,36,492,MoLFormer,3,Validation,6
0.8411610630659111,0.9885152527832057,0.4202254636103195,0.3345619263816837,0.7416002438638878,0.916036308623298,0.5671641791044776,0.9766129032258064,0.2550335570469799,0.07286581957628344,0.5,38,29,111,1211,MoLFormer,3,Test,6
0.9860615854990171,0.999268531231573,0.8180161942875552,0.4998203810840259,0.929416029700808,0.879578947368421,0.979253112033195,0.9988046856323213,0.29207920792079206,0.08100518709887498,0.5,236,5,572,4178,MoLFormer,4,Train,5
0.9211560044893379,0.9949219383099956,0.6874488675726051,0.43613937530067537,0.8405934343434344,0.9034090909090909,0.7777777777777778,0.9875776397515528,0.2916666666666667,0.07094382069239871,0.5,21,6,51,477,MoLFormer,4,Validation,5
0.8320613272517895,0.9877193511148471,0.34936148645388154,0.28218509308925577,0.7349673719150089,0.8729198184568835,0.5970149253731343,0.9771380186282811,0.19230769230769232,0.09890628102526308,0.5,40,27,168,1154,MoLFormer,4,Test,5
0.9992138021402053,0.9999607731837818,0.9801798131677,0.7693976534482755,0.9838947368421053,0.9677894736842105,1.0,1.0,0.6116751269035533,0.023147031375190547,0.5,241,0,153,4597,MoLFormer,5,Train,16
0.977202581369248,0.998669908025277,0.7973412722851589,0.6528919602555064,0.9383417508417509,0.9507575757575758,0.9259259259259259,0.996031746031746,0.49019607843137253,0.040702397798149124,0.5,25,2,26,502,MoLFormer,5,Validation,16
0.8711359992774403,0.9914196316422752,0.4697998128813171,0.4390111661223629,0.773167069343148,0.9493192133131618,0.5970149253731343,0.9789391575663027,0.37383177570093457,0.05619465741270688,0.5,40,27,67,1255,MoLFormer,5,Test,16
0.9919475868093469,0.9995749967564299,0.8833229163850261,0.6203481366312703,0.9591443546625902,0.9307368421052632,0.9875518672199171,0.9993218806509946,0.41975308641975306,0.04910660287502911,0.5,238,3,329,4421,MoLFormer,6,Train,7
0.9844276094276094,0.9991760731068132,0.8548380470516749,0.5899676450259278,0.9288720538720538,0.9318181818181818,0.9259259259259259,0.9959514170040485,0.4098360655737705,0.05103035444807127,0.5,25,2,36,492,MoLFormer,6,Validation,7
