ROC_AUC,PR_AUC_active,PR_AUC_inactive,MCC,BalancedAcc,Recall_active,Recall_inactive,Precision_active,Precision_inactive,Brier,threshold,TN,FP,FN,TP,model,fold,split,best_epoch
0.9877798645992575,0.9993586029159439,0.8458390639524197,0.4883193396900261,0.9289338283468007,0.8703157894736843,0.9875518672199171,0.9992748368382887,0.2786885245901639,0.09210818508004487,0.5,238,3,616,4134,ChemBERTa,1,Train,13
0.9243125701459035,0.9946380014143805,0.691412456008672,0.42803369894032145,0.8762626262626263,0.8636363636363636,0.8888888888888888,0.9934640522875817,0.25,0.10314242293419155,0.5,24,3,72,456,ChemBERTa,1,Validation,13
0.8428884322713213,0.9903564132423086,0.3502503414456918,0.23314180266247977,0.717089665138754,0.8222390317700454,0.6119402985074627,0.9766397124887691,0.14855072463768115,0.1349684339819082,0.5,41,26,235,1087,ChemBERTa,1,Test,13
0.9759860231491593,0.9987108963581772,0.7388825561312881,0.4621843747639864,0.9122751692509281,0.8618947368421053,0.9626556016597511,0.9978064830611747,0.26126126126126126,0.09521282841975438,0.5,232,9,656,4094,ChemBERTa,2,Train,10
0.9094416386083054,0.993813679950005,0.550086343652641,0.3900582169299123,0.8511153198653199,0.8503787878787878,0.8518518518518519,0.9911699779249448,0.22549019607843138,0.11816681799303494,0.5,23,4,79,449,ChemBERTa,2,Validation,10
0.8299952582021812,0.9891483443355915,0.29090885121556803,0.2768070644329712,0.7371350509178766,0.8623298033282905,0.6119402985074627,0.9777015437392796,0.18385650224215247,0.11677692139188853,0.5,41,26,182,1140,ChemBERTa,2,Test,10
0.9851705612579167,0.9992128892105082,0.8032381635744069,0.5393004512210187,0.9365298100021839,0.9021052631578947,0.970954356846473,0.9983690587138863,0.33476394849785407,0.06922314303420042,0.5,234,7,465,4285,ChemBERTa,3,Train,11
0.9103535353535352,0.9946863964834112,0.5665302342572467,0.3270906382550851,0.7598905723905724,0.8901515151515151,0.6296296296296297,0.9791666666666666,0.22666666666666666,0.08562522064635902,0.5,17,10,58,470,ChemBERTa,3,Validation,11
0.8345112561248222,0.9886156301132407,0.3446163589047163,0.25015270858619215,0.7099318084313682,0.867624810892587,0.5522388059701493,0.9745114698385726,0.17452830188679244,0.1054828724546599,0.5,37,30,175,1147,ChemBERTa,3,Test,11
0.9797527844507534,0.9989270565265737,0.7531908302247085,0.45207324737508897,0.9115824415811312,0.8522105263157894,0.970954356846473,0.9982737361282368,0.25,0.10066647564177206,0.5,234,7,702,4048,ChemBERTa,4,Train,10
0.8970959595959597,0.9932330836095117,0.5442972284788412,0.3353294735600901,0.807449494949495,0.8371212121212122,0.7777777777777778,0.9866071428571429,0.19626168224299065,0.11283270576928567,0.5,21,6,86,442,ChemBERTa,4,Validation,10
0.8409126831801658,0.9899635560315947,0.33276148819688917,0.2801686570242462,0.7467654164879084,0.8517397881996974,0.6417910447761194,0.9791304347826087,0.1799163179916318,0.11904346158617292,0.5,43,24,196,1126,ChemBERTa,4,Test,10
0.9878427604280411,0.9993654869182773,0.8396238091010005,0.5072665309459887,0.9329644027080148,0.8825263157894737,0.983402489626556,0.9990467111534795,0.2981132075471698,0.08264954043527913,0.5,237,4,558,4192,ChemBERTa,5,Train,13
0.9181397306397306,0.9905782678116819,0.5394432592362532,0.37489951229789037,0.8226010101010102,0.8674242424242424,0.7777777777777778,0.9870689655172413,0.23076923076923078,0.09616877136981092,0.5,21,6,70,458,ChemBERTa,5,Validation,13
0.8590105448551494,0.9883964167341908,0.3493692832179099,0.34548457613900374,0.7794668864452323,0.8872919818456884,0.6716417910447762,0.9815899581589959,0.23195876288659795,0.09619910429439259,0.5,45,22,149,1173,ChemBERTa,5,Test,13
0.9975767634854772,0.9998776917574098,0.9524975063561425,0.7157771364216203,0.9762411006770038,0.9566315789473684,0.995850622406639,0.9997799779977998,0.5381165919282511,0.03289703679677663,0.5,240,1,206,4544,ChemBERTa,6,Train,25
0.9858305274971942,0.9992740873004506,0.8013698639078095,0.6225468811716419,0.9492845117845117,0.9356060606060606,0.9629629629629629,0.997979797979798,0.43333333333333335,0.05405998900649839,0.5,26,1,34,494,ChemBERTa,6,Validation,25
0.8325863120102964,0.9888014006173332,0.3470775128603868,0.2741159236568574,0.7053198455528711,0.903177004538578,0.5074626865671642,0.9731051344743277,0.20987654320987653,0.08408365462981693,0.5,34,33,128,1194,ChemBERTa,6,Test,25
0.9963575467594606,0.9998129624463634,0.9403433911491936,0.6681005758330779,0.9681835580687255,0.9446315789473684,0.9917355371900827,0.9995544664736021,0.47713717693836977,0.04164901747816014,0.5,240,2,263,4487,ChemBERTa,7,Train,22
0.9830273892773893,0.9991027534444685,0.8450545936669513,0.5672344579138806,0.9400495337995338,0.9185606060606061,0.9615384615384616,0.9979423868312757,0.36764705882352944,0.05922186953121796,0.5,25,1,43,485,ChemBERTa,7,Validation,22
0.833438706618195,0.9894748420343231,0.23564192536308834,0.26279411542344694,0.7148486011696435,0.8774583963691377,0.5522388059701493,0.9747899159663865,0.18592964824120603,0.10862192048355153,0.5,37,30,162,1160,ChemBERTa,7,Test,22
