fingerprint_bit,importance
1887,0.00016914177736347262
214,0.00016830679574951978
1943,0.0001682264470828335
951,0.00016739341794007743
1215,0.00016736437941935816
1847,0.0001672094713199304
1692,0.00016704552956836838
1701,0.00016590292310808156
1921,0.0001647717223209261
1971,0.00016463967451339653
1063,0.00016438012625474
519,0.00016430320474616734
1276,0.00016416410777630896
1059,0.00016374593898125953
960,0.00016367407651021748
84,0.00016348517122258233
1493,0.00016341339708867594
1709,0.00016339408908146706
967,0.0001630712078691997
1547,0.00016073480127264675
63,0.0001605772272817525
1208,0.00016039748030919547
737,0.0001601948499749887
707,0.00015942371072846836
753,0.00015940131587313913
1366,0.00015922569090548732
318,0.00015907721411599298
1009,0.00015880125869427694
571,0.00015846402520645227
198,0.00015823485606058545
298,0.00015802395439808335
1743,0.0001574479477170231
437,0.00015706913663602627
287,0.00015665195672977087
590,0.00015648624472756529
53,0.00015541140245062612
1239,0.00015538277907302292
1618,0.0001553201934991753
988,0.00015446063957436516
61,0.00015228175496492422
535,0.0001517936049199166
498,0.0001515499146510057
1728,0.0001506815581337582
1537,0.00015029226807505372
1240,0.00014920307886020806
1758,0.0001488708788504092
1814,0.00014866280162026486
1645,0.0001480593977579543
1412,0.00014755410291889746
1912,0.00014694513207260274
2044,0.0001465930299942328
854,0.00014608648074342486
835,0.0001457762576593265
1176,0.00014524594800902679
1511,0.00014369388004774087
397,0.00014242093494309157
787,0.00014189610605535024
1085,0.000141622916723025
1125,0.00014095653288733652
1762,0.0001407522522561613
1810,0.0001405336338856614
133,0.00014007814563258818
1639,0.0001390536064839765
823,0.0001390155099620634
398,0.00013810708880423257
1978,0.00013777520747609208
623,0.00013757349036288877
1440,0.00013750086482712694
1742,0.00013727089024063337
1819,0.00013719221266744936
2005,0.00013673142904238988
425,0.00013662108932044738
1718,0.00013627166080825066
260,0.0001360896785514709
882,0.0001360234284430044
1585,0.0001357570829470674
1992,0.00013531881888898385
1999,0.00013531831997141196
1863,0.00013453305731540505
1649,0.0001344717258410552
1646,0.00013314566247268274
1544,0.0001329182072440106
355,0.00013288669924909228
1513,0.00013271493299685347
275,0.00013257854469681543
628,0.0001315093433799708
1301,0.0001310799215200804
1540,0.0001299782721855592
1875,0.0001297782507638859
1416,0.00012944495255798926
840,0.00012885664050009112
203,0.00012796204437964112
921,0.00012792286334193634
1828,0.00012780695342729878
1675,0.00012769953144238142
176,0.00012768650436575764
1699,0.0001276634626884919
2002,0.00012751354110473098
607,0.00012712870550496785
1779,0.00012705767058285346
1032,0.00012694132020185555
2038,0.00012640318264265073
1613,0.00012586028104786306
1477,0.0001257828198259151
902,0.00012546305823578802
1580,0.00012538665614475686
1890,0.0001249344785634575
1777,0.00012445563803347627
250,0.00012438496010294618
1401,0.00012410964611835659
1884,0.00012323479715433647
1797,0.00012299548703965392
1682,0.00012259976214210876
1919,0.00012187112494153676
301,0.00012181010380855095
326,0.00012174782989118904
1252,0.00012161355840212948
257,0.000121561579147244
1626,0.00012139015393555547
1451,0.00012090268509965747
1713,0.000120115278748245
937,0.00011955159401087668
844,0.00011949250573610093
894,0.00011928178280361823
1521,0.00011917365508164203
493,0.00011906856621389078
476,0.00011887791434419218
530,0.00011791786865241786
1050,0.00011785335616961881
690,0.00011778493083250871
2032,0.00011751291444742339
1170,0.00011735633421136649
1956,0.00011643395465031372
1226,0.00011615224316509092
1582,0.00011610288145104789
560,0.00011574037820225197
1711,0.00011570582689526121
521,0.0001152738576439854
1397,0.00011453471149231413
805,0.00011343029351739235
523,0.0001121975242445377
193,0.00011146263006722074
876,0.00011138481497404101
411,0.00011115258196327634
395,0.00011108553854910132
1181,0.00011088873121396426
428,0.00011035944139856035
1861,0.0001094742288014727
1116,0.00010907887399088822
619,0.00010830016348302634
1134,0.0001082303572451282
884,0.0001077143242849052
419,0.00010741843018700284
608,0.00010632326438052671
1042,0.0001054548537580003
125,0.00010518907721752992
547,0.00010510828883601798
1744,0.00010373192075843328
822,0.00010342498206283336
1023,0.00010317711922272667
1502,0.00010268464838723736
1262,0.00010265862692823694
1446,0.00010264864142576574
768,0.00010232498865101367
782,0.00010201625895189158
1225,0.00010167855441341798
1214,0.00010154193219072455
1995,0.00010122481234782821
71,0.00010095457897505726
1668,0.00010079188705565064
609,0.00010026254197509354
268,0.00010006293650203826
463,0.0001000616713164665
1557,9.984238208136722e-05
1594,9.91792896986802e-05
291,9.864620792945689e-05
1031,9.825048498491017e-05
1138,9.808611792039184e-05
749,9.801238566347244e-05
915,9.79844941934569e-05
1466,9.777041984072404e-05
1979,9.755651691095577e-05
1621,9.745380765749595e-05
1989,9.732779793899023e-05
237,9.697670774611455e-05
297,9.65940283665331e-05
1153,9.582375701028125e-05
759,9.561671133612702e-05
1700,9.558459178083172e-05
849,9.465619799960849e-05
1629,9.423888763787262e-05
1784,9.405916967395798e-05
184,9.315155819235851e-05
1543,9.303841080609122e-05
1374,9.296706754559986e-05
1458,9.273208199775328e-05
813,9.205675484415157e-05
1122,9.203589216853688e-05
82,9.160243511780895e-05
7,9.139683494083196e-05
281,9.126422837418806e-05
543,9.121159690957989e-05
1121,9.09727192623643e-05
469,9.001388690218206e-05
721,8.990422384976706e-05
934,8.861854939509719e-05
704,8.791310771417881e-05
544,8.760598280998946e-05
274,8.700850010120312e-05
1082,8.684527692263799e-05
1398,8.675484461746684e-05
1609,8.555406789879873e-05
32,8.529812779765246e-05
438,8.529365491337964e-05
1140,8.519079905646576e-05
1588,8.488271067018818e-05
605,8.444151483796576e-05
279,8.383520258002182e-05
711,8.381163738780417e-05
1932,8.375849902760061e-05
1218,8.291802392999813e-05
1065,8.290594853756655e-05
180,8.239351497383912e-05
284,8.191838192333752e-05
1491,8.15273358900604e-05
1610,8.123600841180464e-05
458,8.095073211976207e-05
1364,8.083469036418196e-05
105,8.060970113178565e-05
577,8.027192142838969e-05
85,8.024288342974061e-05
1127,7.973410872494381e-05
1151,7.912410783484187e-05
474,7.894002692866999e-05
662,7.893995583964178e-05
1836,7.880973832979307e-05
369,7.84087279838493e-05
1293,7.79173077290476e-05
1428,7.772206444240065e-05
394,7.766173209444885e-05
785,7.725037068695994e-05
132,7.662342613744882e-05
78,7.635936143048623e-05
676,7.62003426939532e-05
1105,7.547103486786361e-05
1642,7.528169059210908e-05
282,7.498767533909092e-05
775,7.4922408590373e-05
958,7.452012577130628e-05
649,7.438391963181837e-05
917,7.42005278809144e-05
1605,7.419522044750083e-05
229,7.26447575065583e-05
1454,7.228489001777472e-05
1289,7.219111425138865e-05
471,7.199391908114755e-05
1108,7.136994815350264e-05
604,7.126162657790778e-05
626,7.106816853147589e-05
954,7.010508163384472e-05
2020,6.988982961851676e-05
795,6.971591111769211e-05
938,6.936656064021273e-05
755,6.879840989744986e-05
503,6.833674012524755e-05
990,6.818296582096345e-05
734,6.766349931264947e-05
1657,6.740770698755837e-05
1090,6.731715205938759e-05
1538,6.723373832680643e-05
1124,6.713176069518304e-05
426,6.63443297674936e-05
1456,6.604810977787226e-05
944,6.577999061112749e-05
1106,6.561615244856903e-05
516,6.538634224382597e-05
864,6.497205280141537e-05
1554,6.468563555831528e-05
24,6.385944748660929e-05
1757,6.367193560944079e-05
1403,6.339440755957537e-05
1926,6.336773155304216e-05
842,6.315408459685776e-05
1679,6.302542493254567e-05
141,6.292068768705823e-05
1448,6.281380677539644e-05
144,6.263149143100765e-05
1353,6.233835621526296e-05
79,6.191110603088229e-05
899,6.148402366549355e-05
1120,6.130518327121175e-05
1368,6.111848559281321e-05
267,6.083151809836624e-05
1696,6.030093601680445e-05
