fingerprint_bit,importance
243,6.024753891647461e-05
1267,6.0205643080142574e-05
865,6.014660284315085e-05
983,6.006502386839491e-05
833,5.978985511342599e-05
618,5.973528418399376e-05
534,5.968763521527417e-05
154,5.9678623482414826e-05
1490,5.960921307156423e-05
1006,5.932344135258888e-05
330,5.890811371126996e-05
27,5.889280170646761e-05
1824,5.880973257656693e-05
1271,5.869160066519041e-05
1895,5.855616225456253e-05
691,5.85419388901086e-05
1764,5.8492848264082486e-05
859,5.8363823199173755e-05
1071,5.820802334058944e-05
1159,5.803047391773195e-05
880,5.79801456915439e-05
156,5.787177741188045e-05
182,5.766553549852801e-05
717,5.743697641158674e-05
634,5.6805305326294774e-05
536,5.633465551900434e-05
743,5.535961394993487e-05
1938,5.534576253827303e-05
466,5.4890371864271483e-05
1305,5.4824266984872486e-05
931,5.4714226683367625e-05
1360,5.4611741361402744e-05
349,5.4482431509564135e-05
195,5.44439816461435e-05
1961,5.436640520884644e-05
1258,5.4089431410117506e-05
1270,5.362080805078444e-05
874,5.293260167079533e-05
252,5.288691816679167e-05
462,5.2675268452890397e-05
1611,5.255229559451096e-05
1402,5.23114659007847e-05
1375,5.212341325349227e-05
1083,5.211592935810909e-05
1903,5.185814055374874e-05
166,5.1638230986290976e-05
1351,5.1362942628991614e-05
946,5.117325547161559e-05
1429,5.0993218528764255e-05
137,5.0843617098222234e-05
1187,5.076769600773694e-05
738,5.046281208553825e-05
1719,5.043588503992682e-05
1387,5.041297239941237e-05
920,5.038533742097687e-05
1640,5.028185317220189e-05
206,4.994851695296465e-05
1839,4.9589890862436306e-05
1702,4.946203892234453e-05
1102,4.9454238450441614e-05
1300,4.9107100943506344e-05
760,4.90767872898119e-05
991,4.9041398204226585e-05
1303,4.903892910125911e-05
1377,4.87929057325496e-05
1340,4.85301961285724e-05
1870,4.828363578887429e-05
1304,4.769606480789688e-05
1721,4.760970582655806e-05
1024,4.7558790369143974e-05
1539,4.7354515549332e-05
465,4.7112518605737346e-05
861,4.710327962974294e-05
1519,4.6953761333160485e-05
566,4.687764909345443e-05
1812,4.667860802586864e-05
955,4.652951215637047e-05
975,4.645788930329803e-05
1479,4.642358014938425e-05
969,4.587777264950384e-05
1981,4.5741688114464675e-05
1015,4.56393670239361e-05
190,4.558388341660162e-05
76,4.554747034900262e-05
550,4.477738507226465e-05
1756,4.466096997205422e-05
1900,4.450167006733548e-05
726,4.4450913351591695e-05
337,4.438137358112496e-05
263,4.405740668450002e-05
1014,4.39652207055196e-05
732,4.3916845391302905e-05
192,4.3381252727503005e-05
460,4.3118145786089516e-05
1242,4.3045750024609774e-05
763,4.2930042217009216e-05
1486,4.292603465641862e-05
542,4.254904146083151e-05
324,4.228801946353865e-05
1520,4.220534831951072e-05
97,4.212000282878207e-05
400,4.207699374545466e-05
1038,4.200092482118045e-05
1133,4.193734747742835e-05
1413,4.1915876011361e-05
1277,4.1828783594864986e-05
783,4.169716421249933e-05
374,4.168860606861429e-05
910,4.140691461307797e-05
230,4.104498890842267e-05
129,4.0471389584038965e-05
1336,4.0150981241278626e-05
1767,3.948047992178556e-05
1343,3.933191839418553e-05
998,3.917669160296623e-05
1099,3.9148718492669886e-05
1641,3.906952210919292e-05
432,3.906796521053541e-05
1131,3.891970683090291e-05
1328,3.806450860441838e-05
160,3.79683890211496e-05
304,3.7669647785824345e-05
1773,3.7631718844999584e-05
321,3.761281664147684e-05
764,3.749351265552942e-05
347,3.7463044374861164e-05
2019,3.740784344075242e-05
1506,3.721934787022038e-05
1916,3.6865239595638e-05
390,3.683410842916484e-05
857,3.6667079583198294e-05
1571,3.666003555305673e-05
900,3.643926533220604e-05
827,3.6330618352799173e-05
549,3.617517707535055e-05
529,3.612941143798342e-05
1442,3.5715468498776435e-05
1776,3.5712194357408625e-05
1524,3.5138697799469264e-05
46,3.491240097254072e-05
1150,3.458700503892389e-05
851,3.443055096353642e-05
1723,3.442553661556983e-05
1180,3.4414178532237645e-05
789,3.3888124567560956e-05
1418,3.383772898102579e-05
1541,3.372758676793492e-05
276,3.372130617253577e-05
878,3.35310351191615e-05
578,3.352142548406941e-05
2041,3.3450540943069126e-05
979,3.339170254257179e-05
370,3.3292470227145815e-05
1880,3.276610736738867e-05
1346,3.233785104314935e-05
303,3.209987912964863e-05
1514,3.209219093505104e-05
1966,3.1541300408228995e-05
1608,3.151122667958857e-05
1212,3.141490057436943e-05
1574,3.12878799622472e-05
961,3.119295239229549e-05
1644,3.104676387817104e-05
1290,3.09404313629993e-05
873,3.093131658868539e-05
1983,3.092440307247622e-05
1883,3.0754170744656855e-05
574,3.0737434140290667e-05
1369,3.063824974461159e-05
593,3.057363150439219e-05
1022,3.0462910416023705e-05
1505,3.041896402599319e-05
1988,3.0253928658547637e-05
729,3.015494189269867e-05
1053,3.0034747790010985e-05
774,3.0010091042396965e-05
1467,2.9574644503958908e-05
762,2.9557692774620976e-05
531,2.9423268269783225e-05
513,2.923731585765207e-05
977,2.9225941116671995e-05
334,2.8855483281192823e-05
712,2.88421178233944e-05
515,2.8801400923331688e-05
1488,2.8744554556937343e-05
270,2.8719760629990017e-05
1617,2.8666366477969804e-05
1598,2.863155670424618e-05
583,2.853929229292479e-05
1161,2.8454953907763582e-05
1830,2.8213861347042593e-05
1768,2.8169985503065734e-05
1018,2.8116597893395024e-05
315,2.8092521974895207e-05
247,2.8009293351456532e-05
1020,2.793276691259394e-05
1345,2.7722494184227756e-05
239,2.7511014115979274e-05
1635,2.7368157224195366e-05
914,2.7328949958288634e-05
658,2.7115872822323752e-05
846,2.6365242751446934e-05
302,2.629368669338364e-05
148,2.610741672583259e-05
0,2.604736204471663e-05
1444,2.588440330600364e-05
972,2.5694126649741538e-05
1868,2.545167532437006e-05
1076,2.5325387433994184e-05
1794,2.5003163643692517e-05
435,2.4951513339860412e-05
730,2.487766605054935e-05
457,2.4658332973729345e-05
1241,2.4650891074221072e-05
1406,2.4570135930792504e-05
1046,2.4466085612541978e-05
1189,2.4396375731353465e-05
1653,2.4315384975954388e-05
677,2.430468622310417e-05
752,2.42450093439057e-05
1614,2.4169603161402824e-05
1118,2.4169025873701407e-05
657,2.410409722955445e-05
891,2.3743700088470224e-05
1012,2.369285145511451e-05
742,2.3344437591499178e-05
754,2.3300049261349422e-05
1194,2.3130357122807093e-05
1008,2.297860627876329e-05
780,2.295393685764065e-05
1037,2.2909086917303802e-05
377,2.288845351603693e-05
903,2.2786765571946002e-05
1419,2.2726973982514875e-05
439,2.2548278267907392e-05
55,2.2527087873794456e-05
1062,2.2251202940234015e-05
867,2.2170790857894045e-05
1179,2.212270445081454e-05
456,2.2045360280123866e-05
597,2.1970818012436435e-05
1142,2.1597541333222494e-05
779,2.1539545556153186e-05
1372,2.1484767368451144e-05
620,2.1071906817063343e-05
1111,2.0885024094719015e-05
39,2.0726360486329048e-05
442,2.059173329328515e-05
963,2.059114725895759e-05
1710,2.0555291787256722e-05
962,2.0437797015305263e-05
971,2.041522198971819e-05
1698,2.0323113941292208e-05
482,2.0294593685743334e-05
1933,2.0207128350598706e-05
30,2.0193126217828386e-05
98,1.9898904745516033e-05
1691,1.982669457090339e-05
1968,1.9759792756695804e-05
793,1.97021284075585e-05
344,1.965962315704858e-05
308,1.9616856167621537e-05
1790,1.9396068758403907e-05
643,1.9345234298514396e-05
1688,1.93321264643811e-05
1782,1.920263832301834e-05
702,1.9074701261777557e-05
1902,1.8942525381562e-05
2029,1.8849951865990432e-05
645,1.876984519052527e-05
103,1.8585055634278925e-05
681,1.854472582524455e-05
1601,1.8509438117325837e-05
1551,1.8449628738152104e-05
1741,1.841128265429306e-05
636,1.8358108249143396e-05
1686,1.8184081964243092e-05
131,1.8183483530617603e-05
1661,1.8159454376089448e-05
1775,1.810762216559827e-05
1318,1.8098394155325795e-05
89,1.8079310428031114e-05
1955,1.800193886616405e-05
2025,1.7895044383613993e-05
2011,1.771258297669294e-05
1858,1.7444385680929574e-05
1068,1.73414715704487e-05
1788,1.7265563783325385e-05
300,1.7256266488767948e-05
748,1.7044936839597304e-05
587,1.700813681677734e-05
2001,1.691691077103241e-05
863,1.6649639221751156e-05
477,1.643739400137333e-05
49,1.6361526310500845e-05
100,1.6353492164175273e-05
354,1.6325041310033164e-05
905,1.6228312367927126e-05
77,1.6216705660015158e-05
1005,1.6158251866568214e-05
853,1.612454590079384e-05
524,1.602544169593826e-05
1940,1.593792726109422e-05
993,1.592585753424599e-05
510,1.5888551402020266e-05
1725,1.5587123052024403e-05
757,1.557877802885289e-05
872,1.5436343088270107e-05
1149,1.5377808782054267e-05
449,1.5254069660281119e-05
332,1.5225967784658989e-05
401,1.5204372569099958e-05
1994,1.5166029985695342e-05
860,1.5135355392241043e-05
1560,1.5131516028575213e-05
1695,1.5080515081706555e-05
889,1.4937721315416174e-05
246,1.4864038727040279e-05
1993,1.4736768550126945e-05
741,1.4660873157461224e-05
1737,1.4596926565680253e-05
1460,1.4581766888391584e-05
320,1.4398711655306941e-05
959,1.4382704417497247e-05
1081,1.4352613045643925e-05
671,1.4279377061502349e-05
678,1.4241823608574212e-05
839,1.388761215824451e-05
6,1.3882632535710278e-05
1332,1.3862508209748834e-05
37,1.3849513151937205e-05
1666,1.3778278379699552e-05
904,1.3762592043649132e-05
445,1.3638053647868366e-05
786,1.3379124685306025e-05
234,1.333529065188437e-05
2006,1.3307167394100761e-05
25,1.3292793215808333e-05
629,1.3202738400508442e-05
1685,1.317078153738035e-05
199,1.3159746024780031e-05
1780,1.309754594741278e-05
299,1.2999920084003358e-05
1729,1.2709076196617661e-05
824,1.2394564850325728e-05
625,1.2196966314102669e-05
1664,1.1953149435821704e-05
1033,1.1851133988656552e-05
1576,1.1846257428999146e-05
1130,1.1673988954301024e-05
1707,1.1442516714775196e-05
1423,1.136468700680749e-05
210,1.1329385409093098e-05
422,1.1273277954751511e-05
1587,1.1258895837704329e-05
1069,1.1234490645658428e-05
1942,1.1190267441560108e-05
2012,1.1091573626162638e-05
1949,1.0886391532068923e-05
1329,1.0881831131099238e-05
815,1.088144184374636e-05
767,1.056263669058022e-05
373,1.0510422722121143e-05
1251,1.0473022215065495e-05
631,1.034247721369723e-05
1139,1.029986410412943e-05
1079,1.0275757727413594e-05
1583,1.0267774144771403e-05
719,1.0260099255264608e-05
1198,1.0258151549316737e-05
1826,1.025032119919925e-05
447,1.0186920101290597e-05
339,1.0134811762215522e-05
1443,1.0107323670377926e-05
1760,1.0099968499587189e-05
640,1.0098534093118192e-05
1331,1.0039206295403508e-05
1078,9.934349286058552e-06
1109,9.81983688788447e-06
799,9.684714013609428e-06
792,9.632176584060657e-06
801,9.553341109273658e-06
1749,9.548778473615464e-06
23,9.524420263516644e-06
170,9.437263905387962e-06
1474,9.416695839168946e-06
584,9.249467638248345e-06
1786,9.184638265769617e-06
1025,9.16467126031234e-06
256,9.152400660998346e-06
682,9.12627566807133e-06
1316,9.123427360863283e-06
454,9.058792155908603e-06
1217,8.998154225134715e-06
164,8.992176947895795e-06
943,8.903549415998024e-06
1137,8.821167633381911e-06
511,8.758649601829747e-06
1553,8.556969162154474e-06
688,8.362364399230528e-06
500,8.321693118914782e-06
1259,8.266974340910503e-06
127,8.234625757242748e-06
1600,8.128672223166084e-06
1462,8.124684988249042e-06
1945,8.11332750545586e-06
1531,7.941194441144122e-06
169,7.899678809119519e-06
613,7.85265734588757e-06
1113,7.79826980198204e-06
1363,7.629484413364043e-06
886,7.5997807212572e-06
1759,7.542773495663766e-06
948,7.506845207506634e-06
2015,7.505822657103438e-06
1726,7.496539591450487e-06
670,7.464650701710504e-06
2008,7.410774242852573e-06
345,7.360033296148e-06
1323,7.28821094824132e-06
1227,7.248648003113189e-06
973,7.209666935562768e-06
1827,7.058745992955394e-06
1753,7.020914643871702e-06
73,6.977632427473807e-06
360,6.960640693491951e-06
70,6.851846853800997e-06
2027,6.813784116730696e-06
232,6.759744962790967e-06
44,6.7564644123361566e-06
1173,6.737189721165282e-06
101,6.6446257094711475e-06
396,6.6171641578230046e-06
120,6.603695170540933e-06
96,6.482747546210491e-06
939,6.429655927447955e-06
603,6.404834738232844e-06
830,6.357255874000817e-06
1010,6.284397182709083e-06
1871,6.043229792106809e-06
1835,5.974362197858541e-06
1818,5.9407473635470136e-06
615,5.9268932725694155e-06
1282,5.875463761494421e-06
253,5.815561836222333e-06
183,5.67612177325987e-06
1772,5.672293955065727e-06
1656,5.654162237350449e-06
406,5.601004827471693e-06
168,5.574267585138492e-06
38,5.564723226679697e-06
1793,5.555282119060162e-06
633,5.552431568797176e-06
1247,5.544706412537419e-06
1424,5.515374268298442e-06
1061,5.499743265830055e-06
161,5.47962542779248e-06
1165,5.459042656826079e-06
382,5.447990850162204e-06
1976,5.399610008073628e-06
508,5.370820960295157e-06
1197,5.366431950848342e-06
918,5.3627564913046316e-06
35,5.360310979841639e-06
722,5.356180468235128e-06
1996,5.3054185363012765e-06
1651,5.2751266305854174e-06
467,5.273056731716298e-06
205,5.24915645509382e-06
1355,5.229527369514646e-06
1889,5.206535271238784e-06
22,5.20540200389404e-06
1947,5.127057242717643e-06
481,5.11566103610913e-06
1459,5.097763319066511e-06
223,5.067067395918365e-06
546,5.0665770284896215e-06
1801,4.985130487248929e-06
348,4.9661965564136974e-06
1751,4.84911650023591e-06
479,4.8318574756631636e-06
1074,4.7998617508157985e-06
1802,4.772390321209448e-06
1411,4.768072436537905e-06
727,4.729324758616548e-06
1382,4.609112271413021e-06
21,4.604625387417419e-06
1041,4.599139655861188e-06
1196,4.58601814659703e-06
697,4.581827874366852e-06
919,4.5559709476638255e-06
2036,4.549802369226942e-06
1842,4.538069578173321e-06
655,4.491268396209186e-06
111,4.436250033704532e-06
1748,4.4292161276183294e-06
1056,4.364763245621731e-06
818,4.358634649134465e-06
1393,4.278830935316031e-06
228,4.263160875751195e-06
683,4.208328539498451e-06
1796,4.208301623841125e-06
342,4.104983573337921e-06
1654,4.0942325772081715e-06
452,4.05494047949708e-06
307,4.0237705073854485e-06
244,4.000189941084765e-06
856,3.98373209674073e-06
1191,3.8960563144557465e-06
416,3.889816128781001e-06
1250,3.888947699448556e-06
862,3.8712388838078196e-06
871,3.8587451047880804e-06
538,3.8180265059838716e-06
238,3.8056806323698094e-06
331,3.783778054295863e-06
1730,3.783424349587298e-06
1953,3.7512637474376876e-06
150,3.7425460421710898e-06
67,3.677294823826214e-06
424,3.6283503968827353e-06
1896,3.608735129634217e-06
1908,3.6047390178522904e-06
420,3.568246770159607e-06
1278,3.5641484443768194e-06
1716,3.527465686157537e-06
1315,3.526045703141961e-06
1414,3.5237814523918714e-06
126,3.4971880460528525e-06
986,3.491605882937651e-06
1559,3.452819116532718e-06
1525,3.4117501796783293e-06
525,3.3912866797957126e-06
336,3.386990735063717e-06
1572,3.3250385339131263e-06
1080,3.2861760461626258e-06
850,3.2462233709047576e-06
494,3.221632283958807e-06
1288,3.1976904356980556e-06
520,3.1767387056525518e-06
174,3.1637883916375727e-06
1500,3.1159285129861566e-06
997,3.0368725691275026e-06
989,3.036421279120675e-06
929,2.99581421672039e-06
1705,2.9658514364834257e-06
1532,2.955861860406011e-06
1183,2.946548534641993e-06
1465,2.932323545851588e-06
1095,2.9168952766613707e-06
945,2.9015451265910156e-06
776,2.8914986557913186e-06
2013,2.8408589693422965e-06
1185,2.8318740817198423e-06
472,2.8107023035131216e-06
1625,2.809056594521917e-06
1901,2.7507605436190313e-06
1029,2.7434416054086353e-06
1959,2.6966407420100017e-06
1592,2.6690821275013343e-06
1193,2.6388200489501494e-06
1807,2.617987891637249e-06
138,2.5847216167101216e-06
1228,2.490436292493822e-06
316,2.4147686969222547e-06
1662,2.3229320972907137e-06
188,2.3040071366370953e-06
1376,2.274234017639955e-06
665,2.204811725494025e-06
340,2.192704616540737e-06
196,2.150937107711226e-06
2023,2.1037931664692114e-06
551,2.044532362164222e-06
69,2.0355505167999224e-06
1659,2.0299941336949904e-06
159,2.0171512780870487e-06
1628,2.0128759120358753e-06
1388,2.0114836093827156e-06
1485,1.9647780741619558e-06
1253,1.9553987155146895e-06
1549,1.9536208968774162e-06
1341,1.9378606698420304e-06
356,1.919333068525935e-06
1314,1.91466421351363e-06
808,1.8739771850158782e-06
443,1.8528807271429363e-06
358,1.8521034098343465e-06
1396,1.7508463185602563e-06
1856,1.7445653270084798e-06
1534,1.7187311093377332e-06
1865,1.7181931587720037e-06
1223,1.7151197068700723e-06
1774,1.6904635061462114e-06
1930,1.6677321246035141e-06
385,1.5803919030354107e-06
429,1.5792220362733044e-06
1936,1.5783997758236118e-06
1681,1.5674302868412543e-06
1909,1.5489214952897556e-06
1795,1.525788030993362e-06
483,1.493118854581898e-06
1986,1.4910388893790317e-06
1690,1.4440761375388561e-06
123,1.4408636159561652e-06
110,1.422629997712928e-06
1684,1.41755639200563e-06
576,1.3276389650564738e-06
821,1.3213660694213153e-06
1421,1.3153555524712312e-06
1546,1.300732151600625e-06
1135,1.2599417906609383e-06
925,1.193732469737833e-06
770,1.1675361924837291e-06
579,1.167217006315892e-06
2031,1.0729129676909822e-06
957,1.039889861620573e-06
1426,1.0125489457194817e-06
1893,1.008207871303077e-06
306,9.303726928452932e-07
669,8.868611577317338e-07
685,8.655507428430134e-07
897,8.502457894230676e-07
1987,8.47019300050952e-07
1931,7.81358414374619e-07
1103,7.649232022581074e-07
756,7.285638131963692e-07
2016,7.065462882466313e-07
1918,5.213545426997489e-07
1636,4.2562003977079136e-07
1107,4.1751804828245257e-07
2026,3.8949698989478715e-07
1619,3.001651148620973e-07
2007,2.7934596048071585e-07
686,2.2486932222935284e-07
1469,2.2000589016008556e-07
933,1.5042709669125896e-07
563,1.4942461584402498e-07
672,1.2295555467777737e-07
1674,1.2200084591699755e-07
1272,9.663449764727897e-08
723,1.5206714070786325e-08
2047,4.2382264391342594e-17
1021,2.0731314125573627e-17
1894,1.2073348622862518e-17
149,9.584347488264984e-18
596,6.154698644397589e-18
1595,4.343064124799895e-18
1148,4.28444482770952e-18
1533,2.7365675023808032e-18
1207,2.3612742854938933e-18
68,1.949469660473966e-18
1510,1.8581279355184402e-18
512,1.7393703080676283e-18
209,1.5060607951185154e-18
1864,1.4052969066489517e-18
434,1.2195998073983894e-18
399,1.02362413974738e-18
1361,9.85353588679109e-19
1833,7.449570458420252e-19
1845,7.302233797553717e-19
1913,6.185696311370396e-19
1213,6.072793679780164e-19
708,6.047503951460952e-19
599,5.788336923942338e-19
1740,4.813691998300523e-19
700,4.388803246263636e-19
478,3.942591383323321e-19
178,3.7869993362604087e-19
492,3.7590789755859175e-19
1098,3.3970225184290544e-19
1166,3.234371341392692e-19
1850,2.5631418137520723e-19
1394,2.478300875043876e-19
1846,2.433702005583886e-19
181,2.113393438136922e-19
1359,1.7359882010811908e-19
509,1.6731521438849694e-19
36,1.6682556795715227e-19
405,1.5188756298272935e-19
1040,1.2910157350570888e-19
1221,1.2804611711962883e-19
151,1.2269176671136947e-19
647,1.1670638090894137e-19
64,1.156911060740648e-19
286,1.100884212697441e-19
1352,1.0894310009494101e-19
1073,1.027134135302024e-19
1436,8.766385614520728e-20
311,8.138964911119812e-20
930,7.88919807186349e-20
1565,7.8783744973924e-20
51,6.606142573776815e-20
1146,6.354021233685174e-20
1872,6.178696733293343e-20
495,6.135961273541611e-20
1435,6.123103469213362e-20
1075,4.9351127507301166e-20
292,4.807149639330129e-20
1287,4.6956556606786264e-20
1958,4.639006776721932e-20
982,4.2730389134785166e-20
1499,3.601308823285464e-20
788,2.9577027406470796e-20
553,2.853519755813994e-20
617,2.771664352974793e-20
870,2.6319450362208284e-20
363,1.5682637076314603e-20
124,1.4495529484251027e-20
1789,1.2867603863740163e-20
1694,1.1501799730379978e-20
280,1.1411114811326504e-20
1415,6.85171571356348e-21
1380,0.0
1967,0.0
1263,0.0
139,0.0
565,0.0
136,0.0
135,0.0
134,0.0
572,0.0
709,0.0
1821,0.0
1112,0.0
1492,0.0
1381,0.0
995,0.0
115,0.0
113,0.0
594,0.0
706,0.0
109,0.0
612,0.0
1178,0.0
108,0.0
1622,0.0
1965,0.0
1720,0.0
545,0.0
1202,0.0
518,0.0
1735,0.0
179,0.0
1512,0.0
1378,0.0
1944,0.0
1732,0.0
740,0.0
1615,0.0
173,0.0
1509,0.0
172,0.0
733,0.0
537,0.0
966,0.0
1438,0.0
1439,0.0
976,0.0
1957,0.0
1177,0.0
1201,0.0
539,0.0
540,0.0
152,0.0
1266,0.0
999,0.0
1383,0.0
1739,0.0
1306,0.0
646,0.0
648,0.0
1310,0.0
1643,0.0
651,0.0
1311,0.0
673,0.0
1658,0.0
659,0.0
1186,0.0
660,0.0
28,0.0
1464,0.0
1072,0.0
2037,0.0
1188,0.0
1093,0.0
663,0.0
19,0.0
17,0.0
16,0.0
12,0.0
10,0.0
1084,0.0
1100,0.0
47,0.0
48,0.0
627,0.0
1337,0.0
1000,0.0
1003,0.0
616,0.0
1335,0.0
1286,0.0
1016,0.0
698,0.0
696,0.0
2003,0.0
1386,0.0
1687,0.0
1297,0.0
1320,0.0
1478,0.0
1680,0.0
58,0.0
1678,0.0
1676,0.0
639,0.0
1400,0.0
1044,0.0
644,0.0
1190,0.0
185,0.0
187,0.0
186,0.0
436,0.0
423,0.0
1852,0.0
1805,0.0
427,0.0
1234,0.0
810,0.0
1857,0.0
1237,0.0
1229,0.0
1427,0.0
868,0.0
1579,0.0
418,0.0
796,0.0
1584,0.0
791,0.0
1867,0.0
1354,0.0
1869,0.0
1132,0.0
887,0.0
1787,0.0
1874,0.0
1119,0.0
1568,0.0
1848,0.0
1877,0.0
1558,0.0
403,0.0
402,0.0
404,0.0
852,0.0
1562,0.0
410,0.0
1829,0.0
414,0.0
391,0.0
415,0.0
1813,0.0
858,0.0
365,0.0
380,0.0
1358,0.0
1838,0.0
376,0.0
1555,0.0
1841,0.0
1425,0.0
372,0.0
367,0.0
1566,0.0
417,0.0
1244,0.0
1785,0.0
1822,0.0
928,0.0
913,0.0
240,0.0
922,0.0
1763,0.0
236,0.0
923,0.0
924,0.0
778,0.0
777,0.0
225,0.0
224,0.0
215,0.0
907,0.0
773,0.0
1924,0.0
1206,0.0
485,0.0
200,0.0
1606,0.0
505,0.0
506,0.0
1408,0.0
1204,0.0
1515,0.0
1596,0.0
1907,0.0
312,0.0
451,0.0
1220,0.0
1881,0.0
1350,0.0
1144,0.0
1591,0.0
1885,0.0
1246,0.0
1431,0.0
450,0.0
1433,0.0
290,0.0
285,0.0
1906,0.0
1593,0.0
453,0.0
1117,0.0
266,0.0
264,0.0
261,0.0
1210,0.0
1371,0.0
254,0.0
459,0.0
1248,0.0
1650,0.0
