model,n_folds,CV_Train_ROC_AUC_mean,CV_Train_ROC_AUC_std,CV_Train_PR_AUC_active_mean,CV_Train_PR_AUC_active_std,CV_Train_PR_AUC_inactive_mean,CV_Train_PR_AUC_inactive_std,CV_Train_MCC_mean,CV_Train_MCC_std,CV_Train_BalancedAcc_mean,CV_Train_BalancedAcc_std,CV_Train_Recall_active_mean,CV_Train_Recall_active_std,CV_Train_Recall_inactive_mean,CV_Train_Recall_inactive_std,CV_Train_Precision_active_mean,CV_Train_Precision_active_std,CV_Train_Precision_inactive_mean,CV_Train_Precision_inactive_std,CV_Train_Brier_mean,CV_Train_Brier_std,CV_Validation_ROC_AUC_mean,CV_Validation_ROC_AUC_std,CV_Validation_PR_AUC_active_mean,CV_Validation_PR_AUC_active_std,CV_Validation_PR_AUC_inactive_mean,CV_Validation_PR_AUC_inactive_std,CV_Validation_MCC_mean,CV_Validation_MCC_std,CV_Validation_BalancedAcc_mean,CV_Validation_BalancedAcc_std,CV_Validation_Recall_active_mean,CV_Validation_Recall_active_std,CV_Validation_Recall_inactive_mean,CV_Validation_Recall_inactive_std,CV_Validation_Precision_active_mean,CV_Validation_Precision_active_std,CV_Validation_Precision_inactive_mean,CV_Validation_Precision_inactive_std,CV_Validation_Brier_mean,CV_Validation_Brier_std,Test_ROC_AUC_mean,Test_ROC_AUC_std,Test_PR_AUC_active_mean,Test_PR_AUC_active_std,Test_PR_AUC_inactive_mean,Test_PR_AUC_inactive_std,Test_MCC_mean,Test_MCC_std,Test_BalancedAcc_mean,Test_BalancedAcc_std,Test_Recall_active_mean,Test_Recall_active_std,Test_Recall_inactive_mean,Test_Recall_inactive_std,Test_Precision_active_mean,Test_Precision_active_std,Test_Precision_inactive_mean,Test_Precision_inactive_std,Test_Brier_mean,Test_Brier_std,CV_best_epoch_median
GCN,10,0.6297349481804745,0.008315643986525642,0.9690431662962415,0.0013615364644752584,0.07931178227463896,0.003564701684400399,0.06567217501177923,0.029138709858670495,0.5458283605737101,0.02783028467510932,0.9075426647021679,0.06981967519185157,0.18411405644525222,0.12221486327455675,0.9565572814642487,0.003206294860238515,0.0946369374775454,0.044584802650855716,0.18319813406266636,0.019264408610089923,0.6247012783817021,0.04930654394616522,0.9682505393412579,0.003929252031624877,0.0936955454621864,0.029265820749717557,0.06573630465078559,0.04729277524507165,0.5489597969673872,0.04504335409620925,0.9118797078948881,0.058866975078814006,0.18603988603988603,0.14382872027288715,0.9569398374251714,0.00500292762503081,0.08553661897215747,0.03498426867759526,0.18285449922965955,0.016698056037885666,0.5660188091313478,0.002589265745290871,0.9605126301128001,0.001043706171431309,0.07963363769096928,0.003213482386980572,0.07048777830450899,0.029852467081268888,0.55215469550884,0.02883955744231213,0.8819213313161877,0.08793217704586165,0.22238805970149253,0.14219633096423273,0.9575296942669255,0.003461827385645097,0.0994835442296041,0.057937597965648784,0.18890850573640264,0.019639441823067625,10
GIN,10,0.6693630993601506,0.03102448702094336,0.9731989993113149,0.004319031815306115,0.10466217495259289,0.017543127872384507,0.09954189561381979,0.04025645955701374,0.5681161908841725,0.03611291128583439,0.9123374536108741,0.0626179089257868,0.2238949281574706,0.13033257636802537,0.9588384892196791,0.004115106791784442,0.1152983551633238,0.05066356970648812,0.16857487286986875,0.01623257017979285,0.6627474985219293,0.06654773925998489,0.9719420284030594,0.006161760506154043,0.12162115665798919,0.06132001273036319,0.092837381831201,0.07768267357855715,0.5652723839868052,0.0639612827629809,0.9106017480305905,0.06045461082267593,0.21994301994301996,0.16548649672653867,0.9585824975470016,0.007005582108481027,0.10823521353730943,0.06252703320576825,0.16806811291517612,0.018583921661799636,0.579177298078443,0.01920302823920606,0.963248039107149,0.002764526971911047,0.08411065120211267,0.008756394695560582,0.05590445241322718,0.035756242846184866,0.5373134328358209,0.028388579879157622,0.9,0.07439361606181197,0.1746268656716418,0.11711108851975051,0.9557495567468399,0.0032386865250810014,0.08926305158812303,0.05252514195970058,0.17330130921682735,0.014627476217241638,11
